NAME,B19013_001E,B01003_001E,B01002_001E,B15003_022E,B15003_023E,B25003_001E,B25003_002E,B25077_001E,metropolitan statistical area/micropolitan statistical area,year
"Hays, KS Micro Area",45579,28993,32.2,3832,1186,11847,7531,150200,25700,2015
"Heber, UT Micro Area",66486,26661,33.0,3539,1180,8095,5909,316800,25720,2015
"Helena, MT Micro Area",56935,76859,42.0,12933,4987,31226,22314,212100,25740,2015
"Helena-West Helena, AR Micro Area",26844,20391,37.8,929,340,8135,4170,61200,25760,2015
"Henderson, NC Micro Area",33316,44829,40.0,2433,665,16589,10411,97900,25780,2015
"Hereford, TX Micro Area",43373,19245,31.5,1212,344,6194,4214,86700,25820,2015
"Hermiston-Pendleton, OR Micro Area",48614,87942,36.2,5550,2352,30566,19426,141300,25840,2015
"Hickory-Lenoir-Morganton, NC Metro Area",40474,363074,41.8,30123,11102,137968,97673,121000,25860,2015
"Hobbs, NM Micro Area",57533,68149,31.8,3308,1669,21449,14898,108600,26020,2015
"Holland, MI Micro Area",54264,112837,40.0,10992,4085,41893,33872,140400,26090,2015
"Homosassa Springs, FL Metro Area",38312,139654,55.4,12182,4420,61012,49534,112300,26140,2015
"Hood River, OR Micro Area",55827,22749,39.4,3210,1025,8189,5313,321300,26220,2015
"Hot Springs, AR Metro Area",38733,96954,44.1,9120,4058,40290,27113,130700,26300,2015
"Houghton, MI Micro Area",37779,38858,34.1,4368,1620,14805,10295,94500,26340,2015
"Houma-Thibodaux, LA Metro Area",49442,210216,35.9,13745,4271,75678,55711,135400,26380,2015
"Houston-The Woodlands-Sugar Land, TX Metro Area",59649,6346653,33.7,796110,301646,2168642,1314631,149300,26420,2015
"Hudson, NY Micro Area",59105,62195,46.6,6584,5183,25235,18141,222100,26460,2015
"Huntingdon, PA Micro Area",44396,45906,42.5,2983,1200,17225,13118,119000,26500,2015
"Huntington, IN Micro Area",46945,36863,39.8,2769,1387,14480,10973,99900,26540,2015
"Huntington-Ashland, WV-KY-OH Metro Area",42766,363700,41.0,28871,14729,143496,103466,105900,26580,2015
"Huntsville, AL Metro Area",55947,435243,38.1,66993,30707,169980,117889,162800,26620,2015
"Huntsville, TX Micro Area",36738,83735,36.7,6707,2075,26010,15745,104600,26660,2015
"Huron, SD Micro Area",46267,18168,39.0,1898,438,7565,4933,96500,26700,2015
"Hutchinson, KS Micro Area",45288,64058,39.5,5978,2270,25097,16855,94100,26740,2015
"Hutchinson, MN Micro Area",56128,36046,39.9,3184,954,14819,11299,148300,26780,2015
"Idaho Falls, ID Metro Area",50621,137233,32.4,14981,4283,45797,33715,154800,26820,2015
"Indiana, PA Micro Area",45195,87895,38.9,7597,3428,34061,24112,107000,26860,2015
"Indianapolis-Carmel-Anderson, IN Metro Area",52842,1950674,36.1,262273,99002,741817,483243,141800,26900,2015
"Indianola, MS Micro Area",27384,27911,34.1,1711,703,8508,4904,70000,26940,2015
"Ionia, MI Micro Area",49124,64064,37.9,4575,1551,22092,17337,110000,26960,2015
"Iowa City, IA Metro Area",55842,161453,31.1,24450,11526,64364,39399,182700,26980,2015
"Iron Mountain, MI-WI Micro Area",44742,30488,47.3,3250,1130,12963,10632,90600,27020,2015
"Ithaca, NY Metro Area",52624,103855,30.2,13169,9938,38460,21356,176500,27060,2015
"Jackson, MI Metro Area",46326,159759,40.5,14925,5268,60591,43555,111500,27100,2015
"Jackson, MS Metro Area",45493,577070,35.6,66062,28518,207730,139744,133300,27140,2015
"Jackson, OH Micro Area",39460,32854,39.5,2415,1316,12981,8791,91200,27160,2015
"Jackson, TN Metro Area",41365,130108,37.8,12771,4199,48293,31990,112900,27180,2015
"Jackson, WY-ID Micro Area",68318,32596,36.8,8374,2592,11792,7541,412000,27220,2015
"Jacksonville, FL Metro Area",51998,1401600,37.9,183759,62577,522706,339445,158100,27260,2015
"Jacksonville, IL Micro Area",46087,40327,41.3,3691,1594,15949,11186,96800,27300,2015
"Jacksonville, NC Metro Area",46335,183753,26.1,13209,4213,62185,33428,154000,27340,2015
"Jacksonville, TX Micro Area",39595,51167,37.6,4030,1048,17729,12712,84500,27380,2015
"Jamestown, ND Micro Area",52359,21076,40.6,2808,455,9061,6042,111200,27420,2015
"Jamestown-Dunkirk-Fredonia, NY Micro Area",42993,132646,41.7,10230,6907,53546,37284,84500,27460,2015
"Janesville-Beloit, WI Metro Area",50324,160727,38.9,14523,5750,63845,44177,131800,27500,2015
"Jasper, IN Micro Area",51822,54978,41.7,4343,1672,21184,16359,126100,27540,2015
"Jayuya, PR Micro Area",16033,15890,35.2,1200,329,4817,3319,91700,27580,2015
"Jefferson, GA Micro Area",53379,61420,38.3,5314,1688,21048,16202,155700,27600,2015
"Jefferson City, MO Metro Area",51081,150658,38.1,17731,6203,56274,40062,138400,27620,2015
"Jesup, GA Micro Area",38955,30046,37.3,1570,742,10066,6884,91400,27700,2015
"Johnson City, TN Metro Area",38991,200327,41.2,20699,8926,83960,57246,130200,27740,2015
"Johnstown, PA Metro Area",42107,139381,44.4,11963,4861,57465,42440,87100,27780,2015
"Jonesboro, AR Metro Area",40827,125619,34.8,11307,4346,48010,28608,114000,27860,2015
"Joplin, MO Metro Area",42255,175961,36.7,16015,6045,67615,45044,108000,27900,2015
"Junction City, KS Micro Area",43992,36787,26.2,2708,1060,12723,5442,136000,27920,2015
"Juneau, AK Micro Area",85746,32531,37.0,5455,2259,12114,7711,323500,27940,2015
"Kahului-Wailuku-Lahaina, HI Metro Area",66476,160948,40.0,19820,6323,53517,30826,509700,27980,2015
"Aberdeen, SD Micro Area",53289,42078,38.9,5692,1500,17582,12265,141600,10100,2015
"Aberdeen, WA Micro Area",43538,71419,42.7,4994,1796,27219,18452,158300,10140,2015
"Abilene, TX Metro Area",44799,167945,33.8,15773,5037,60238,38193,94000,10180,2015
"Ada, OK Micro Area",43261,38055,35.3,4063,1970,14591,9355,107800,10220,2015
"Adjuntas, PR Micro Area",10499,18962,37.8,1768,256,6322,3384,103000,10260,2015
"Adrian, MI Micro Area",48043,98902,40.9,8583,3543,37964,29180,114900,10300,2015
"Aguadilla-Isabela, PR Metro Area",15616,325921,39.8,33729,7723,110432,73550,107000,10380,2015
"Akron, OH Metro Area",51160,703744,40.1,89205,36399,281957,188352,137900,10420,2015
"Alamogordo, NM Micro Area",39775,65318,35.6,3790,2589,23668,15218,101800,10460,2015
"Albany, GA Metro Area",37404,155917,35.8,10426,4943,57997,32129,106100,10500,2015
"Albany, OR Metro Area",45644,118971,39.5,9734,3278,45100,28988,170300,10540,2015
"Albany-Schenectady-Troy, NY Metro Area",62283,877846,40.0,114546,68876,345988,224922,197400,10580,2015
"Albemarle, NC Micro Area",40910,60586,41.8,4729,1551,23667,16815,128200,10620,2015
"Albert Lea, MN Micro Area",47105,30897,44.6,2526,705,12993,9925,104800,10660,2015
"Albertville, AL Micro Area",38983,94318,38.8,6767,2865,34261,24605,115500,10700,2015
"Albuquerque, NM Metro Area",48495,902731,37.1,102315,56440,343434,228559,177100,10740,2015
"Alexandria, LA Metro Area",40591,154587,37.4,10960,4374,54871,35375,120100,10780,2015
"Alexandria, MN Micro Area",54531,36620,44.1,4626,1203,15559,11872,188400,10820,2015
"Alice, TX Micro Area",42986,41461,34.6,1879,753,13829,9448,70100,10860,2015
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",58699,828232,41.2,96774,43395,314305,220521,199800,10900,2015
"Alma, MI Micro Area",41912,41878,38.9,2431,1168,14716,10852,88900,10940,2015
"Alpena, MI Micro Area",38829,29068,47.1,2142,1001,12722,9693,93300,10980,2015
"Altoona, PA Metro Area",43981,126448,42.8,11678,4216,51034,36617,110600,11020,2015
"Altus, OK Micro Area",41560,26056,34.1,2114,843,10220,5999,90300,11060,2015
"Amarillo, TX Metro Area",50383,259216,34.4,25842,9105,95644,61588,122200,11100,2015
"Americus, GA Micro Area",33798,36503,35.1,2115,1298,13282,7863,85800,11140,2015
"Ames, IA Metro Area",50438,93586,25.9,13110,5886,35901,19186,166000,11180,2015
"Amsterdam, NY Micro Area",43764,49779,41.0,3472,1593,19539,13109,101600,11220,2015
"Anchorage, AK Metro Area",76917,395285,33.0,47934,19290,136273,86653,272300,11260,2015
"Andrews, TX Micro Area",70423,16775,31.3,880,216,5476,4090,111600,11380,2015
"Angola, IN Micro Area",48472,34267,41.7,3172,1107,13485,10457,128800,11420,2015
"Ann Arbor, MI Metro Area",61003,354092,33.4,55723,38030,138067,82525,208200,11460,2015
"Anniston-Oxford-Jacksonville, AL Metro Area",41703,116648,39.1,8437,3945,45154,31179,105900,11500,2015
"Appleton, WI Metro Area",60809,230108,38.0,30626,9279,89088,65293,158100,11540,2015
"Arcadia, FL Micro Area",35165,34957,40.1,1640,476,11238,7907,80400,11580,2015
"Ardmore, OK Micro Area",44531,48442,38.6,4018,1409,17867,12493,97000,11620,2015
"Arecibo, PR Metro Area",17047,193243,39.6,21593,4949,67601,47016,106800,11640,2015
"Arkadelphia, AR Micro Area",35031,22751,34.0,1861,874,8681,5511,87200,11660,2015
"Arkansas City-Winfield, KS Micro Area",43860,36079,38.2,2984,1237,13688,9245,83200,11680,2015
"Asheville, NC Metro Area",44704,437252,43.3,62593,27334,182500,123308,182500,11700,2015
"Ashland, OH Micro Area",48003,53189,39.9,4604,1885,20427,14680,120800,11740,2015
"Ashtabula, OH Micro Area",40544,99777,41.8,6164,2364,38890,27701,106000,11780,2015
"Astoria, OR Micro Area",46408,37382,43.9,3927,1936,15726,9546,246500,11820,2015
"Atchison, KS Micro Area",43581,16633,35.9,1285,504,6033,4363,88100,11860,2015
"Athens, OH Micro Area",33872,64974,28.0,4908,3630,22486,12662,117700,11900,2015
"Athens, TN Micro Area",38535,52506,42.7,3565,1291,19978,14744,113200,11940,2015
"Athens, TX Micro Area",41607,79016,43.4,6331,2366,29780,22128,91500,11980,2015
"Athens-Clarke County, GA Metro Area",40308,198225,31.0,20780,12484,70973,38534,157800,12020,2015
"Atlanta-Sandy Springs-Roswell, GA Metro Area",57000,5535837,35.7,824975,333344,1964316,1248212,168100,12060,2015
"Atlantic City-Hammonton, NJ Metro Area",54461,275376,40.6,31830,10732,101818,68194,225600,12100,2015
"Auburn, IN Micro Area",48341,42449,38.6,3220,1378,16247,12496,110100,12140,2015
"Auburn, NY Micro Area",52082,79173,42.5,6975,3862,30972,22028,113600,12180,2015
"Auburn-Opelika, AL Metro Area",44570,150982,30.3,17110,8243,57171,33753,154300,12220,2015
"Augusta-Richmond County, GA-SC Metro Area",46518,580178,37.0,58234,23810,209672,141106,128200,12260,2015
"Augusta-Waterville, ME Micro Area",46917,121112,44.0,13245,5942,51443,36158,150600,12300,2015
"Austin, MN Micro Area",49427,39227,39.0,3571,925,15425,11095,111700,12380,2015
"Austin-Round Rock, TX Metro Area",63437,1889094,33.6,333657,126888,689278,399483,208700,12420,2015
"Bainbridge, GA Micro Area",31284,27378,37.4,1666,854,10614,6303,114400,12460,2015
"Bakersfield, CA Metro Area",49026,865736,31.1,52776,18062,259700,147125,167400,12540,2015
"Baltimore-Columbia-Towson, MD Metro Area",70936,2769818,38.2,395424,217274,1036312,687555,277500,12580,2015
"Bangor, ME Metro Area",44271,153437,41.3,16565,6313,61973,41889,137400,12620,2015
"Baraboo, WI Micro Area",51055,62992,40.9,6669,2307,25331,17540,166700,12660,2015
"Bardstown, KY Micro Area",49298,44564,37.9,2871,1453,16817,12796,133600,12680,2015
"Barnstable Town, MA Metro Area",63251,214766,51.3,37906,20235,94417,74410,363500,12700,2015
"Barre, VT Micro Area",58788,59132,43.2,9739,5119,24512,18046,211200,12740,2015
"Bartlesville, OK Micro Area",50023,51760,40.5,6528,2207,21001,15193,111300,12780,2015
"Bastrop, LA Micro Area",28003,27012,39.3,1683,377,10447,6852,80600,12820,2015
"Batavia, NY Micro Area",50880,59458,42.7,4985,2776,23938,17467,107000,12860,2015
"Batesville, AR Micro Area",36265,36952,38.7,2601,923,14238,10167,96000,12900,2015
"Baton Rouge, LA Metro Area",52427,819861,34.6,95358,32540,300913,205034,161800,12940,2015
"Battle Creek, MI Metro Area",42520,134790,40.1,12341,4617,52850,36640,96000,12980,2015
"Blackfoot, ID Micro Area",50155,45407,32.9,3413,990,14698,10890,141400,13940,2015
"Blacksburg-Christiansburg-Radford, VA Metro Area",45607,180482,33.2,19147,9688,68796,42275,162500,13980,2015
"Bay City, MI Metro Area",45583,106698,42.6,9405,3249,43565,33866,92800,13020,2015
"Bay City, TX Micro Area",40797,36598,37.2,2803,617,13382,9070,93700,13060,2015
"Beatrice, NE Micro Area",50010,21818,44.6,2186,580,9240,6570,108300,13100,2015
"Marion, NC Micro Area",35965,44961,43.1,2994,967,17323,12165,98400,32000,2015
"Marion, OH Micro Area",42966,65943,40.4,3448,1710,24478,16618,96400,32020,2015
"Marquette, MI Micro Area",45409,67582,39.1,8534,2980,26457,18161,131400,32100,2015
"Marshall, MN Micro Area",51600,25699,35.1,3048,801,9958,6746,133700,32140,2015
"Marshall, MO Micro Area",40101,23334,38.2,1752,856,8844,5993,89700,32180,2015
"Marshall, TX Micro Area",45974,66417,37.5,6077,1808,23546,17505,112700,32220,2015
"Marshalltown, IA Micro Area",53351,40962,38.9,3780,1186,15297,11086,104500,32260,2015
"Martin, TN Micro Area",37037,34415,36.9,2943,960,13678,9271,94100,32280,2015
"Martinsville, VA Micro Area",34382,66204,45.3,3745,1580,28272,19807,94400,32300,2015
"Maryville, MO Micro Area",35854,23186,28.3,1745,796,8659,4665,114500,32340,2015
"Mason City, IA Micro Area",46334,51044,44.3,5575,1473,22699,16359,112600,32380,2015
"Mayagüez, PR Metro Area",15829,100263,39.5,10035,2691,36849,22766,102100,32420,2015
"Mayfield, KY Micro Area",39530,37502,40.3,2668,1335,14390,10686,92900,32460,2015
"Maysville, KY Micro Area",38824,17296,41.1,880,759,6736,4510,101100,32500,2015
"McAlester, OK Micro Area",42576,44961,40.7,3399,1364,18087,13099,94500,32540,2015
"McAllen-Edinburg-Mission, TX Metro Area",34782,819217,28.8,53684,15764,224021,152552,79200,32580,2015
"McComb, MS Micro Area",31425,52915,39.1,3274,1666,19754,13996,80000,32620,2015
"McMinnville, TN Micro Area",35376,40015,39.7,2181,1087,15661,10804,97700,32660,2015
"McPherson, KS Micro Area",56128,29252,42.0,3844,1207,11791,8959,132900,32700,2015
"Meadville, PA Micro Area",44579,87343,42.4,7446,3187,34575,25422,104800,32740,2015
"Medford, OR Metro Area",44028,208363,42.8,23319,9950,83487,51746,218100,32780,2015
"Memphis, TN-MS-AR Metro Area",47552,1340336,35.5,147756,58946,492066,302866,133300,32820,2015
"Menomonie, WI Micro Area",49788,44159,34.1,4351,1802,16441,11111,153700,32860,2015
"Merced, CA Metro Area",42462,263885,30.4,13248,4382,77692,40124,161200,32900,2015
"Meridian, MS Micro Area",36398,106405,38.2,8005,2901,39852,27503,81800,32940,2015
"Merrill, WI Micro Area",49721,28286,46.1,2244,696,12419,9381,132600,32980,2015
"Mobile, AL Metro Area",43809,414251,37.0,39950,14200,154188,102608,122400,33660,2015
"Modesto, CA Metro Area",50125,527367,33.5,36060,11818,169196,95954,190800,33700,2015
"Monroe, LA Metro Area",37235,178302,35.4,16978,6479,66207,41255,117900,33740,2015
"Monroe, MI Metro Area",55653,150436,41.7,12585,5242,58566,46537,137200,33780,2015
"Montgomery, AL Metro Area",46523,374864,36.2,41346,19290,142861,92690,129300,33860,2015
"Montrose, CO Micro Area",43999,40815,44.2,4409,2103,16768,11746,190900,33940,2015
"Morehead City, NC Micro Area",48457,68228,46.4,7959,3482,29565,21029,196800,33980,2015
"Mexico, MO Micro Area",41310,25783,39.2,1297,488,9273,6522,91900,33020,2015
"Miami, OK Micro Area",36347,32085,38.5,1882,675,12061,8433,82600,33060,2015
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",48745,5861000,40.4,779355,288344,2047042,1248038,197900,33100,2015
"Michigan City-La Porte, IN Metro Area",46872,111280,39.9,8400,3645,43004,30343,123300,33140,2015
"Middlesborough, KY Micro Area",22443,27950,41.1,973,661,11088,7341,60400,33180,2015
"Midland, MI Metro Area",54059,83624,40.9,11093,5238,33617,25337,131200,33220,2015
"Midland, TX Metro Area",68470,156542,32.1,17571,5183,54500,36680,164800,33260,2015
"Milledgeville, GA Micro Area",30791,54676,35.8,2925,1806,18793,10890,95400,33300,2015
"Milwaukee-Waukesha-West Allis, WI Metro Area",54336,1570006,37.3,231072,84890,624146,376569,193600,33340,2015
"Mineral Wells, TX Micro Area",39516,27921,41.2,1994,706,10562,7195,82800,33420,2015
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",68778,3458790,36.6,604764,217745,1334395,932769,213900,33460,2015
"Minot, ND Micro Area",61213,76115,32.1,8747,2168,29759,18961,177800,33500,2015
"Missoula, MT Metro Area",46164,111966,34.8,18625,7362,46624,27228,239700,33540,2015
"Mitchell, SD Micro Area",51245,23173,37.8,2973,945,9636,6278,130800,33580,2015
"Moberly, MO Micro Area",37832,25135,38.4,1534,609,8450,6130,85500,33620,2015
"Morgan City, LA Micro Area",40781,53441,37.7,2779,852,20320,13607,92900,34020,2015
"Morgantown, WV Metro Area",45317,135477,32.8,14704,7883,49507,31116,150300,34060,2015
"Morristown, TN Metro Area",39772,115489,41.0,7843,3572,44149,30574,125800,34100,2015
"Moscow, ID Micro Area",42439,38339,28.5,5935,2385,15080,8149,191100,34140,2015
"Moses Lake, WA Micro Area",48714,92070,32.2,5901,2481,30358,18369,157500,34180,2015
"Moultrie, GA Micro Area",32409,46024,35.5,2375,1070,15737,10196,79600,34220,2015
"Mountain Home, AR Micro Area",35396,41040,51.5,4101,1129,18164,13726,120400,34260,2015
"Mountain Home, ID Micro Area",43848,26175,30.8,1752,684,9785,5758,135300,34300,2015
"Mount Airy, NC Micro Area",36164,73170,42.7,5071,1876,29267,21094,115500,34340,2015
"Mount Pleasant, MI Micro Area",39377,70669,26.3,5697,2988,24661,14838,122500,34380,2015
"Mount Pleasant, TX Micro Area",44178,32553,33.8,1915,689,10461,7088,97500,34420,2015
"Mount Sterling, KY Micro Area",35987,45488,39.6,2876,1380,16972,11699,93000,34460,2015
"Mount Vernon, IL Micro Area",43247,38578,40.7,2739,1165,15277,11148,87300,34500,2015
"Mount Vernon, OH Micro Area",48533,61004,38.7,5762,1968,22759,16124,132500,34540,2015
"Mount Vernon-Anacortes, WA Metro Area",54129,119343,41.0,13105,5158,45841,30610,249800,34580,2015
"Muncie, IN Metro Area",38830,117335,34.8,9478,5087,45761,29208,87700,34620,2015
"Murray, KY Micro Area",37034,38106,33.7,3717,1811,14834,9355,119900,34660,2015
"Muscatine, IA Micro Area",53676,42913,38.2,3835,1153,16345,12086,126900,34700,2015
"Muskegon, MI Metro Area",42829,171483,39.1,14528,5131,64490,48321,99000,34740,2015
"Muskogee, OK Micro Area",39984,70224,37.8,6162,1896,26349,17650,91500,34780,2015
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",44286,406656,45.0,47109,18175,167931,119389,165100,34820,2015
"Nacogdoches, TX Micro Area",39538,65531,30.2,5558,2501,23888,13310,110400,34860,2015
"Napa, CA Metro Area",71379,140295,40.3,20811,6600,49494,29678,466800,34900,2015
"Naples-Immokalee-Marco Island, FL Metro Area",57452,341091,48.5,50355,21470,129888,93733,272800,34940,2015
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",54047,1761848,36.2,247858,89964,664881,436486,174700,34980,2015
"Natchez, MS-LA Micro Area",29088,52428,39.9,3577,1565,19750,12442,82900,35020,2015
"Natchitoches, LA Micro Area",31345,39330,33.8,2692,1553,14456,8391,101900,35060,2015
"New Bern, NC Metro Area",46445,127598,38.0,11644,4612,49504,32022,149400,35100,2015
"Newberry, SC Micro Area",40127,37690,40.9,2729,1137,14287,10462,100800,35140,2015
"New Castle, IN Micro Area",41855,49146,42.2,3553,1427,18010,13231,91600,35220,2015
"New Castle, PA Micro Area",44571,89162,44.4,8356,3006,36435,26929,97300,35260,2015
"New Haven-Milford, CT Metro Area",61640,862224,39.8,108647,63138,326028,204886,245200,35300,2015
"New Orleans-Metairie, LA Metro Area",47163,1239697,37.4,148874,53181,475118,292053,176000,35380,2015
"New Philadelphia-Dover, OH Micro Area",45310,92697,41.0,6333,2408,36713,25820,111100,35420,2015
"Newport, OR Micro Area",42101,46347,50.4,4954,2382,20566,13125,219100,35440,2015
"Newport, TN Micro Area",31187,35321,44.3,1613,696,14710,10115,99500,35460,2015
"Newton, IA Micro Area",55033,36726,42.2,3744,764,14437,10543,117700,35500,2015
"New Ulm, MN Micro Area",52598,25391,43.5,2671,658,10679,8302,125500,35580,2015
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",67296,19979950,37.9,3009935,1510655,7121206,3678855,398800,35620,2015
"Niles-Benton Harbor, MI Metro Area",44993,155565,41.4,16600,8388,61167,43365,132600,35660,2015
"Nogales, AZ Micro Area",40140,47073,36.5,4234,1348,15359,10137,137000,35700,2015
"Norfolk, NE Micro Area",51361,48376,38.3,4450,1233,19270,13307,112800,35740,2015
"North Platte, NE Micro Area",50196,37180,40.2,3644,1049,15572,10353,114300,35820,2015
"North Port-Sarasota-Bradenton, FL Metro Area",50921,735767,50.7,102024,46831,309910,221993,175100,35840,2015
"North Vernon, IN Micro Area",44736,28113,39.4,1264,611,10607,8035,95400,35860,2015
"North Wilkesboro, NC Micro Area",33232,68946,43.7,4451,1458,27422,20385,114800,35900,2015
"Norwalk, OH Micro Area",48745,58937,38.8,3377,1339,22527,15929,116100,35940,2015
"Norwich-New London, CT Metro Area",66233,273185,40.7,33415,20575,106495,70847,244000,35980,2015
"Oak Harbor, WA Micro Area",58815,79329,44.0,11656,4683,33125,22447,290900,36020,2015
"Ocala, FL Metro Area",39459,336811,48.2,29206,10766,132287,99961,111000,36100,2015
"Ocean City, NJ Metro Area",57637,95805,48.3,13802,5581,40412,30683,299700,36140,2015
"Odessa, TX Metro Area",57150,149557,30.7,9366,2706,50868,33733,103200,36220,2015
"Ogden-Clearfield, UT Metro Area",63772,623323,31.0,73534,25192,197475,147982,199300,36260,2015
"Ogdensburg-Massena, NY Micro Area",44705,112011,37.8,7912,5998,41449,29600,87600,36300,2015
"Oil City, PA Micro Area",43644,53906,45.4,4144,1583,22129,16883,81200,36340,2015
"Okeechobee, FL Micro Area",35405,39255,39.9,1869,689,13046,9229,93800,36380,2015
"Oklahoma City, OK Metro Area",51461,1318408,34.7,159728,59226,494884,317660,137200,36420,2015
"Olean, NY Micro Area",42601,78962,41.4,5503,3289,31635,22560,84600,36460,2015
"Olympia-Tumwater, WA Metro Area",61677,262723,38.5,36521,16981,102631,66262,239400,36500,2015
"Omaha-Council Bluffs, NE-IA Metro Area",58249,895919,35.0,130289,47181,344424,226803,148200,36540,2015
"Oneonta, NY Micro Area",48588,61399,41.6,5707,3645,23636,17352,142800,36580,2015
"Ontario, OR-ID Micro Area",39652,53251,36.8,3553,1046,18433,12339,128400,36620,2015
"Opelousas, LA Micro Area",32625,83613,36.6,4845,1562,30683,21374,90800,36660,2015
"Orangeburg, SC Micro Area",34218,90575,38.7,6945,3534,33410,23085,87600,36700,2015
"Orlando-Kissimmee-Sanford, FL Metro Area",48768,2277816,36.7,294712,104830,798168,487196,157900,36740,2015
"Oshkosh-Neenah, WI Metro Area",52018,169004,37.7,21202,6402,68939,44892,143100,36780,2015
"Oskaloosa, IA Micro Area",48726,22396,39.8,2480,722,9023,6340,106200,36820,2015
"Othello, WA Micro Area",46564,19081,28.9,955,350,5802,3788,138400,36830,2015
"Ottawa, KS Micro Area",51081,25753,39.0,2452,864,9830,7058,122900,36840,2015
"Ottawa-Peru, IL Micro Area",50717,152516,42.2,11595,4162,60718,44882,118100,36860,2015
"Ottumwa, IA Micro Area",43138,44057,39.5,3320,1287,17658,13113,83100,36900,2015
"Owatonna, MN Micro Area",57858,36523,39.8,4519,1223,14271,10896,150500,36940,2015
"Owensboro, KY Metro Area",45939,116342,39.5,8599,4677,45560,32154,112700,36980,2015
"Paris, TN Micro Area",38234,32269,44.9,1979,1127,13471,9987,94300,37540,2015
"Paris, TX Micro Area",40748,49566,40.3,3568,1495,19026,12420,85900,37580,2015
"Parkersburg-Vienna, WV Metro Area",41693,92400,42.6,7793,3042,38622,27772,104900,37620,2015
"Parsons, KS Micro Area",41439,21048,40.6,1753,720,8413,5833,70200,37660,2015
"Payson, AZ Micro Area",39751,53165,48.6,3737,1965,20909,15209,134200,37740,2015
"Pecos, TX Micro Area",43540,14179,35.6,806,166,3716,2763,44600,37780,2015
"Pensacola-Ferry Pass-Brent, FL Metro Area",49860,467348,38.1,52883,18812,172314,112276,135400,37860,2015
"Peoria, IL Metro Area",54860,379947,38.8,45868,17803,152155,108581,131300,37900,2015
"Peru, IN Micro Area",45184,36211,40.1,1921,887,13164,9606,85500,37940,2015
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",62513,6035680,38.3,853028,396411,2230987,1509211,236600,37980,2015
"Owosso, MI Micro Area",48233,69113,41.5,4881,2061,27409,20857,105100,37020,2015
"Oxford, MS Micro Area",44643,51169,28.5,6194,2881,17334,10351,159200,37060,2015
"Oxford, NC Micro Area",50225,58109,41.4,5028,1495,20223,14666,142600,37080,2015
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",77348,840833,37.1,110073,44636,268969,172609,458100,37100,2015
"Ozark, AL Micro Area",45028,49866,36.8,3599,1481,19018,11792,101700,37120,2015
"Paducah, KY-IL Micro Area",43222,98074,43.0,8224,3946,40615,28585,109300,37140,2015
"Pahrump, NV Micro Area",41712,42625,50.8,2942,1008,17427,12287,105900,37220,2015
"Palatka, FL Micro Area",31715,72696,44.1,3947,1415,27683,20381,85500,37260,2015
"Palestine, TX Micro Area",41327,57915,38.9,3122,1228,16737,11791,83000,37300,2015
"Palm Bay-Melbourne-Titusville, FL Metro Area",48925,553591,46.6,68348,32055,222791,159654,142200,37340,2015
"Pampa, TX Micro Area",43288,22983,37.0,1505,476,8250,6067,74800,37420,2015
"Panama City, FL Metro Area",47003,191138,40.1,18887,7262,73271,45660,156800,37460,2015
"Paragould, AR Micro Area",41286,43382,38.3,2941,1158,16682,10787,107700,37500,2015
"Phoenix-Mesa-Scottsdale, AZ Metro Area",53723,4407915,35.8,539041,220679,1570117,967478,179100,38060,2015
"Picayune, MS Micro Area",40976,55196,40.7,3543,1306,20606,15710,114100,38100,2015
"Pierre, SD Micro Area",58827,21897,39.8,3243,1009,9007,6155,161300,38180,2015
"Pine Bluff, AR Metro Area",36963,96120,38.8,6904,2440,35493,23422,80200,38220,2015
"Pinehurst-Southern Pines, NC Micro Area",50998,91743,45.1,13031,5809,37143,27714,199100,38240,2015
"Pittsburg, KS Micro Area",36534,39304,32.6,4155,1967,15065,9203,85900,38260,2015
"Pittsburgh, PA Metro Area",52499,2358926,42.8,326123,147718,991522,691107,132500,38300,2015
"Pittsfield, MA Metro Area",49956,129288,45.8,16578,9072,55240,37899,204700,38340,2015
"Plainview, TX Micro Area",43375,35504,32.5,1943,869,11513,7024,73400,38380,2015
"Platteville, WI Micro Area",49067,51489,36.1,4177,1855,19447,13770,133200,38420,2015
"Plattsburgh, NY Micro Area",49930,81685,39.4,6572,4350,31898,21713,124200,38460,2015
"Plymouth, IN Micro Area",48485,46962,39.5,3558,1591,17324,13319,123100,38500,2015
"Pocatello, ID Metro Area",43779,83604,32.7,8938,2924,30394,20313,145300,38540,2015
"Point Pleasant, WV-OH Micro Area",36850,57742,42.0,3274,1482,22428,17494,87700,38580,2015
"Ponca City, OK Micro Area",42134,45587,38.8,3907,1200,18115,12488,78800,38620,2015
"Ponce, PR Metro Area",16296,330891,37.9,35988,7143,110262,78104,96900,38660,2015
